game_date,home_team,away_team,game_url,outcome,score,competition,stadium,attendance,competition_2,score_2,match_notes
05 Oct 1929,Hartlepools United,Tranmere Rovers,https://www.11v11.com/matches/hartlepools-united-v-tranmere-rovers-05-october-1929-147710/,L,2-0,Division Three (North),,5012,Division Three (North),2-0 to Hartlepools United,
12 Oct 1929,Tranmere Rovers,Doncaster Rovers,https://www.11v11.com/matches/tranmere-rovers-v-doncaster-rovers-12-october-1929-147724/,W,2-1,Division Three (North),,5587,Division Three (North),2-1 to Tranmere Rovers,
19 Oct 1929,Tranmere Rovers,Stockport County,https://www.11v11.com/matches/tranmere-rovers-v-stockport-county-19-october-1929-147737/,W,2-0,Division Three (North),,7604,Division Three (North),2-0 to Tranmere Rovers,
26 Oct 1929,York City,Tranmere Rovers,https://www.11v11.com/matches/york-city-v-tranmere-rovers-26-october-1929-147748/,D,0-0,Division Three (North),,3835,Division Three (North),0-0,
02 Nov 1929,Tranmere Rovers,Crewe Alexandra,https://www.11v11.com/matches/tranmere-rovers-v-crewe-alexandra-02-november-1929-147759/,L,1-2,Division Three (North),,5860,Division Three (North),2-1 to Crewe Alexandra,
09 Nov 1929,Southport,Tranmere Rovers,https://www.11v11.com/matches/southport-v-tranmere-rovers-09-november-1929-147766/,D,4-4,Division Three (North),,3568,Division Three (North),4-4,
16 Nov 1929,Tranmere Rovers,Nelson,https://www.11v11.com/matches/tranmere-rovers-v-nelson-16-november-1929-147780/,L,2-3,Division Three (North),,4880,Division Three (North),3-2 to Nelson,
23 Nov 1929,Carlisle United,Tranmere Rovers,https://www.11v11.com/matches/carlisle-united-v-tranmere-rovers-23-november-1929-147782/,L,4-3,Division Three (North),,6406,Division Three (North),4-3 to Carlisle United,
30 Nov 1929,York City,Tranmere Rovers,https://www.11v11.com/matches/york-city-v-tranmere-rovers-30-november-1929-207767/,D,2-2,FA Cup,,,FA Cup 1st round,2-2,
05 Dec 1929,Tranmere Rovers,York City,https://www.11v11.com/matches/tranmere-rovers-v-york-city-05-december-1929-207774/,L,0-1,FA Cup,,,FA Cup 1st round replay,1-0 to York City,
07 Dec 1929,Wrexham,Tranmere Rovers,https://www.11v11.com/matches/wrexham-v-tranmere-rovers-07-december-1929-147799/,L,2-0,Division Three (North),,3213,Division Three (North),2-0 to Wrexham,
21 Dec 1929,Port Vale,Tranmere Rovers,https://www.11v11.com/matches/port-vale-v-tranmere-rovers-21-december-1929-147810/,L,1-0,Division Three (North),,6852,Division Three (North),1-0 to Port Vale,
25 Dec 1929,Tranmere Rovers,New Brighton,https://www.11v11.com/matches/tranmere-rovers-v-new-brighton-25-december-1929-147826/,W,3-1,Division Three (North),,6135,Division Three (North),3-1 to Tranmere Rovers,
26 Dec 1929,New Brighton,Tranmere Rovers,https://www.11v11.com/matches/new-brighton-v-tranmere-rovers-26-december-1929-147832/,L,3-0,Division Three (North),,9289,Division Three (North),3-0 to New Brighton,
28 Dec 1929,Rotherham United,Tranmere Rovers,https://www.11v11.com/matches/rotherham-united-v-tranmere-rovers-28-december-1929-147842/,L,5-0,Division Three (North),,4528,Division Three (North),5-0 to Rotherham United,
04 Jan 1930,Tranmere Rovers,Rochdale,https://www.11v11.com/matches/tranmere-rovers-v-rochdale-04-january-1930-147862/,D,2-2,Division Three (North),,3273,Division Three (North),2-2,
11 Jan 1930,Tranmere Rovers,Wigan Borough,https://www.11v11.com/matches/tranmere-rovers-v-wigan-borough-11-january-1930-147869/,W,3-0,Division Three (North),,3388,Division Three (North),3-0 to Tranmere Rovers,
18 Jan 1930,Tranmere Rovers,South Shields AFC,https://www.11v11.com/matches/tranmere-rovers-v-south-shields-afc-18-january-1930-147880/,W,3-0,Division Three (North),,4480,Division Three (North),3-0 to Tranmere Rovers,
25 Jan 1930,Tranmere Rovers,Accrington Stanley,https://www.11v11.com/matches/tranmere-rovers-v-accrington-stanley-25-january-1930-147890/,D,2-2,Division Three (North),,4219,Division Three (North),2-2,
01 Feb 1930,Darlington,Tranmere Rovers,https://www.11v11.com/matches/darlington-v-tranmere-rovers-01-february-1930-147894/,L,7-2,Division Three (North),,2189,Division Three (North),7-2 to Darlington,
08 Feb 1930,Tranmere Rovers,Hartlepools United,https://www.11v11.com/matches/tranmere-rovers-v-hartlepools-united-08-february-1930-147912/,W,7-1,Division Three (North),,3500,Division Three (North),7-1 to Tranmere Rovers,
15 Feb 1930,Doncaster Rovers,Tranmere Rovers,https://www.11v11.com/matches/doncaster-rovers-v-tranmere-rovers-15-february-1930-147918/,D,1-1,Division Three (North),,4489,Division Three (North),1-1,
20 Feb 1930,Tranmere Rovers,Barrow,https://www.11v11.com/matches/tranmere-rovers-v-barrow-20-february-1930-147928/,W,5-2,Division Three (North),,1562,Division Three (North),5-2 to Tranmere Rovers,
22 Feb 1930,Stockport County,Tranmere Rovers,https://www.11v11.com/matches/stockport-county-v-tranmere-rovers-22-february-1930-147936/,L,3-1,Division Three (North),,9217,Division Three (North),3-1 to Stockport County,
01 Mar 1930,Tranmere Rovers,York City,https://www.11v11.com/matches/tranmere-rovers-v-york-city-01-march-1930-147952/,D,4-4,Division Three (North),,4078,Division Three (North),4-4,
08 Mar 1930,Crewe Alexandra,Tranmere Rovers,https://www.11v11.com/matches/crewe-alexandra-v-tranmere-rovers-08-march-1930-147957/,L,3-1,Division Three (North),,4303,Division Three (North),3-1 to Crewe Alexandra,
15 Mar 1930,Tranmere Rovers,Southport,https://www.11v11.com/matches/tranmere-rovers-v-southport-15-march-1930-147977/,W,3-1,Division Three (North),,2405,Division Three (North),3-1 to Tranmere Rovers,
22 Mar 1930,Nelson,Tranmere Rovers,https://www.11v11.com/matches/nelson-v-tranmere-rovers-22-march-1930-147982/,W,0-1,Division Three (North),,2403,Division Three (North),1-0 to Tranmere Rovers,
29 Mar 1930,Tranmere Rovers,Carlisle United,https://www.11v11.com/matches/tranmere-rovers-v-carlisle-united-29-march-1930-148002/,W,3-0,Division Three (North),,3757,Division Three (North),3-0 to Tranmere Rovers,
05 Apr 1930,Wigan Borough,Tranmere Rovers,https://www.11v11.com/matches/wigan-borough-v-tranmere-rovers-05-april-1930-148012/,W,0-2,Division Three (North),,2940,Division Three (North),2-0 to Tranmere Rovers,
12 Apr 1930,Tranmere Rovers,Wrexham,https://www.11v11.com/matches/tranmere-rovers-v-wrexham-12-april-1930-148028/,W,2-1,Division Three (North),,4533,Division Three (North),2-1 to Tranmere Rovers,
18 Apr 1930,Tranmere Rovers,Lincoln City,https://www.11v11.com/matches/tranmere-rovers-v-lincoln-city-18-april-1930-148039/,L,0-1,Division Three (North),,8095,Division Three (North),1-0 to Lincoln City,
19 Apr 1930,Barrow,Tranmere Rovers,https://www.11v11.com/matches/barrow-v-tranmere-rovers-19-april-1930-148040/,D,1-1,Division Three (North),,3473,Division Three (North),1-1,
21 Apr 1930,Lincoln City,Tranmere Rovers,https://www.11v11.com/matches/lincoln-city-v-tranmere-rovers-21-april-1930-148055/,L,8-0,Division Three (North),,4842,Division Three (North),8-0 to Lincoln City,
22 Apr 1930,Tranmere Rovers,Chesterfield,https://www.11v11.com/matches/tranmere-rovers-v-chesterfield-22-april-1930-148061/,L,1-2,Division Three (North),,1768,Division Three (North),2-1 to Chesterfield,
26 Apr 1930,Tranmere Rovers,Port Vale,https://www.11v11.com/matches/tranmere-rovers-v-port-vale-26-april-1930-148070/,L,1-5,Division Three (North),,3784,Division Three (North),5-1 to Port Vale,
25 Aug 1928,Stockport County,Tranmere Rovers,https://www.11v11.com/matches/stockport-county-v-tranmere-rovers-25-august-1928-147167/,L,4-1,Division Three (North),,10283,Division Three (North),4-1 to Stockport County,
27 Aug 1928,Tranmere Rovers,Wrexham,https://www.11v11.com/matches/tranmere-rovers-v-wrexham-27-august-1928-147173/,D,1-1,Division Three (North),,5924,Division Three (North),1-1,
01 Sep 1928,Tranmere Rovers,Halifax Town,https://www.11v11.com/matches/tranmere-rovers-v-halifax-town-01-september-1928-147185/,W,2-1,Division Three (North),,6193,Division Three (North),2-1 to Tranmere Rovers,
05 Sep 1928,Wrexham,Tranmere Rovers,https://www.11v11.com/matches/wrexham-v-tranmere-rovers-05-september-1928-147192/,L,3-1,Division Three (North),,6384,Division Three (North),3-1 to Wrexham,
08 Sep 1928,Lincoln City,Tranmere Rovers,https://www.11v11.com/matches/lincoln-city-v-tranmere-rovers-08-september-1928-147199/,L,3-1,Division Three (North),,6339,Division Three (North),3-1 to Lincoln City,
15 Sep 1928,Tranmere Rovers,Bradford City,https://www.11v11.com/matches/tranmere-rovers-v-bradford-city-15-september-1928-147217/,W,1-0,Division Three (North),,6033,Division Three (North),1-0 to Tranmere Rovers,
22 Sep 1928,Accrington Stanley,Tranmere Rovers,https://www.11v11.com/matches/accrington-stanley-v-tranmere-rovers-22-september-1928-147221/,L,2-0,Division Three (North),,4409,Division Three (North),2-0 to Accrington Stanley,
29 Sep 1928,Tranmere Rovers,Hartlepools United,https://www.11v11.com/matches/tranmere-rovers-v-hartlepools-united-29-september-1928-147243/,W,3-0,Division Three (North),,5541,Division Three (North),3-0 to Tranmere Rovers,
06 Oct 1928,Carlisle United,Tranmere Rovers,https://www.11v11.com/matches/carlisle-united-v-tranmere-rovers-06-october-1928-147249/,L,4-1,Division Three (North),,8440,Division Three (North),4-1 to Carlisle United,
13 Oct 1928,Tranmere Rovers,Rotherham United,https://www.11v11.com/matches/tranmere-rovers-v-rotherham-united-13-october-1928-147267/,W,3-0,Division Three (North),,4766,Division Three (North),3-0 to Tranmere Rovers,
20 Oct 1928,Tranmere Rovers,New Brighton,https://www.11v11.com/matches/tranmere-rovers-v-new-brighton-20-october-1928-147277/,L,1-3,Division Three (North),,10641,Division Three (North),3-1 to New Brighton,
27 Oct 1928,Rochdale,Tranmere Rovers,https://www.11v11.com/matches/rochdale-v-tranmere-rovers-27-october-1928-147287/,L,5-1,Division Three (North),,4691,Division Three (North),5-1 to Rochdale,
03 Nov 1928,Tranmere Rovers,Southport,https://www.11v11.com/matches/tranmere-rovers-v-southport-03-november-1928-147299/,W,6-1,Division Three (North),,5099,Division Three (North),6-1 to Tranmere Rovers,
10 Nov 1928,Darlington,Tranmere Rovers,https://www.11v11.com/matches/darlington-v-tranmere-rovers-10-november-1928-147304/,W,1-2,Division Three (North),,2649,Division Three (North),2-1 to Tranmere Rovers,
17 Nov 1928,Tranmere Rovers,Nelson,https://www.11v11.com/matches/tranmere-rovers-v-nelson-17-november-1928-147321/,W,6-1,Division Three (North),,4393,Division Three (North),6-1 to Tranmere Rovers,
24 Nov 1928,Tranmere Rovers,Rotherham United,https://www.11v11.com/matches/tranmere-rovers-v-rotherham-united-24-november-1928-207625/,W,2-1,FA Cup,,,FA Cup 1st round,2-1 to Tranmere Rovers,
01 Dec 1928,Tranmere Rovers,Ashington,https://www.11v11.com/matches/tranmere-rovers-v-ashington-01-december-1928-147332/,W,3-2,Division Three (North),,4651,Division Three (North),3-2 to Tranmere Rovers,
08 Dec 1928,Bradford City,Tranmere Rovers,https://www.11v11.com/matches/bradford-city-v-tranmere-rovers-08-december-1928-207635/,L,1-0,FA Cup,,,FA Cup 2nd round,1-0 to Bradford City,
15 Dec 1928,Tranmere Rovers,Barrow,https://www.11v11.com/matches/tranmere-rovers-v-barrow-15-december-1928-147349/,W,2-1,Division Three (North),,2825,Division Three (North),2-1 to Tranmere Rovers,
22 Dec 1928,Chesterfield,Tranmere Rovers,https://www.11v11.com/matches/chesterfield-v-tranmere-rovers-22-december-1928-147353/,L,4-1,Division Three (North),,3027,Division Three (North),4-1 to Chesterfield,
25 Dec 1928,Wigan Borough,Tranmere Rovers,https://www.11v11.com/matches/wigan-borough-v-tranmere-rovers-25-december-1928-147370/,W,0-1,Division Three (North),,9183,Division Three (North),1-0 to Tranmere Rovers,
29 Dec 1928,Tranmere Rovers,Stockport County,https://www.11v11.com/matches/tranmere-rovers-v-stockport-county-29-december-1928-147390/,W,2-1,Division Three (North),,6088,Division Three (North),2-1 to Tranmere Rovers,
01 Jan 1929,Tranmere Rovers,Crewe Alexandra,https://www.11v11.com/matches/tranmere-rovers-v-crewe-alexandra-01-january-1929-147400/,L,1-2,Division Three (North),,5350,Division Three (North),2-1 to Crewe Alexandra,
05 Jan 1929,Halifax Town,Tranmere Rovers,https://www.11v11.com/matches/halifax-town-v-tranmere-rovers-05-january-1929-147405/,L,2-0,Division Three (North),,3238,Division Three (North),2-0 to Halifax Town,
12 Jan 1929,South Shields AFC,Tranmere Rovers,https://www.11v11.com/matches/south-shields-afc-v-tranmere-rovers-12-january-1929-147415/,L,4-1,Division Three (North),,3748,Division Three (North),4-1 to South Shields AFC,
19 Jan 1929,Tranmere Rovers,Lincoln City,https://www.11v11.com/matches/tranmere-rovers-v-lincoln-city-19-january-1929-147427/,W,2-1,Division Three (North),,4248,Division Three (North),2-1 to Tranmere Rovers,
02 Feb 1929,Tranmere Rovers,Accrington Stanley,https://www.11v11.com/matches/tranmere-rovers-v-accrington-stanley-02-february-1929-147449/,D,1-1,Division Three (North),,2876,Division Three (North),1-1,
09 Feb 1929,Hartlepools United,Tranmere Rovers,https://www.11v11.com/matches/hartlepools-united-v-tranmere-rovers-09-february-1929-147457/,L,4-1,Division Three (North),,2346,Division Three (North),4-1 to Hartlepools United,
16 Feb 1929,Tranmere Rovers,Carlisle United,https://www.11v11.com/matches/tranmere-rovers-v-carlisle-united-16-february-1929-147470/,L,1-2,Division Three (North),,4299,Division Three (North),2-1 to Carlisle United,
23 Feb 1929,Rotherham United,Tranmere Rovers,https://www.11v11.com/matches/rotherham-united-v-tranmere-rovers-23-february-1929-147480/,W,0-1,Division Three (North),,3829,Division Three (North),1-0 to Tranmere Rovers,
02 Mar 1929,New Brighton,Tranmere Rovers,https://www.11v11.com/matches/new-brighton-v-tranmere-rovers-02-march-1929-147490/,W,1-2,Division Three (North),,9292,Division Three (North),2-1 to Tranmere Rovers,
06 Mar 1929,Bradford City,Tranmere Rovers,https://www.11v11.com/matches/bradford-city-v-tranmere-rovers-06-march-1929-147494/,L,8-0,Division Three (North),,9312,Division Three (North),8-0 to Bradford City,
09 Mar 1929,Tranmere Rovers,Rochdale,https://www.11v11.com/matches/tranmere-rovers-v-rochdale-09-march-1929-147504/,W,5-1,Division Three (North),,4055,Division Three (North),5-1 to Tranmere Rovers,
16 Mar 1929,Southport,Tranmere Rovers,https://www.11v11.com/matches/southport-v-tranmere-rovers-16-march-1929-147516/,W,1-2,Division Three (North),,3651,Division Three (North),2-1 to Tranmere Rovers,
23 Mar 1929,Tranmere Rovers,Darlington,https://www.11v11.com/matches/tranmere-rovers-v-darlington-23-march-1929-147527/,W,4-0,Division Three (North),,4673,Division Three (North),4-0 to Tranmere Rovers,
29 Mar 1929,Tranmere Rovers,Wigan Borough,https://www.11v11.com/matches/tranmere-rovers-v-wigan-borough-29-march-1929-147536/,W,3-2,Division Three (North),,9122,Division Three (North),3-2 to Tranmere Rovers,
30 Mar 1929,Nelson,Tranmere Rovers,https://www.11v11.com/matches/nelson-v-tranmere-rovers-30-march-1929-147543/,L,4-2,Division Three (North),,4245,Division Three (North),4-2 to Nelson,
01 Apr 1929,Crewe Alexandra,Tranmere Rovers,https://www.11v11.com/matches/crewe-alexandra-v-tranmere-rovers-01-april-1929-147549/,W,0-1,Division Three (North),,3539,Division Three (North),1-0 to Tranmere Rovers,
02 Apr 1929,Doncaster Rovers,Tranmere Rovers,https://www.11v11.com/matches/doncaster-rovers-v-tranmere-rovers-02-april-1929-147559/,L,2-1,Division Three (North),,3842,Division Three (North),2-1 to Doncaster Rovers,
06 Apr 1929,Tranmere Rovers,South Shields AFC,https://www.11v11.com/matches/tranmere-rovers-v-south-shields-afc-06-april-1929-147570/,W,4-0,Division Three (North),,4769,Division Three (North),4-0 to Tranmere Rovers,
13 Apr 1929,Ashington,Tranmere Rovers,https://www.11v11.com/matches/ashington-v-tranmere-rovers-13-april-1929-147574/,L,3-2,Division Three (North),,725,Division Three (North),3-2 to Ashington,
20 Apr 1929,Tranmere Rovers,Doncaster Rovers,https://www.11v11.com/matches/tranmere-rovers-v-doncaster-rovers-20-april-1929-147595/,D,1-1,Division Three (North),,4012,Division Three (North),1-1,
27 Apr 1929,Barrow,Tranmere Rovers,https://www.11v11.com/matches/barrow-v-tranmere-rovers-27-april-1929-147599/,W,1-2,Division Three (North),,4783,Division Three (North),2-1 to Tranmere Rovers,
04 May 1929,Tranmere Rovers,Chesterfield,https://www.11v11.com/matches/tranmere-rovers-v-chesterfield-04-may-1929-147618/,W,3-0,Division Three (North),,2072,Division Three (North),3-0 to Tranmere Rovers,
27 Aug 1927,Tranmere Rovers,Southport,https://www.11v11.com/matches/tranmere-rovers-v-southport-27-august-1927-146705/,W,1-0,Division Three (North),,8495,Division Three (North),1-0 to Tranmere Rovers,
29 Aug 1927,Rotherham United,Tranmere Rovers,https://www.11v11.com/matches/rotherham-united-v-tranmere-rovers-29-august-1927-146711/,L,2-1,Division Three (North),,4200,Division Three (North),2-1 to Rotherham United,
03 Sep 1927,Durham City,Tranmere Rovers,https://www.11v11.com/matches/durham-city-v-tranmere-rovers-03-september-1927-146719/,W,1-3,Division Three (North),,2842,Division Three (North),3-1 to Tranmere Rovers,
10 Sep 1927,Tranmere Rovers,Wrexham,https://www.11v11.com/matches/tranmere-rovers-v-wrexham-10-september-1927-146743/,W,2-1,Division Three (North),,8677,Division Three (North),2-1 to Tranmere Rovers,
17 Sep 1927,Chesterfield,Tranmere Rovers,https://www.11v11.com/matches/chesterfield-v-tranmere-rovers-17-september-1927-146750/,D,2-2,Division Three (North),,5681,Division Three (North),2-2,
24 Sep 1927,Tranmere Rovers,Bradford Park Avenue,https://www.11v11.com/matches/tranmere-rovers-v-bradford-park-avenue-24-september-1927-146770/,D,2-2,Division Three (North),,5370,Division Three (North),2-2,
01 Oct 1927,New Brighton,Tranmere Rovers,https://www.11v11.com/matches/new-brighton-v-tranmere-rovers-01-october-1927-146780/,W,0-1,Division Three (North),,9228,Division Three (North),1-0 to Tranmere Rovers,
08 Oct 1927,Stockport County,Tranmere Rovers,https://www.11v11.com/matches/stockport-county-v-tranmere-rovers-08-october-1927-146794/,L,1-0,Division Three (North),,8283,Division Three (North),1-0 to Stockport County,
15 Oct 1927,Tranmere Rovers,Barrow,https://www.11v11.com/matches/tranmere-rovers-v-barrow-15-october-1927-146803/,W,5-0,Division Three (North),,5666,Division Three (North),5-0 to Tranmere Rovers,
